Name,Description,Category,Address,Latitude,Longitude,Icon Color,Google Maps URL,Operating Hours,Admission Fee,Ratings,Notes,Type
Minnesota Welcome Sign,,Welcome signs,"VM8P+VX, La Crescent, MN 55925, United States",43.8673161166846,-91.3125691288873,N/A,"https://www.google.co.uk/maps/place/Minnesota+Welcome+Sign/@43.8672349,-91.317322,887m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Minnesota!6e1!3m6!1s0x87f9511022a54bb3:0xa53dfef882bb61b5!8m2!3d43.8672349!4d-91.3125584!15sChpXZWxjb21lIHNpZ25zIGluIE1pbm5lc290YVocIhp3ZWxjb21lIHNpZ25zIGluIG1pbm5lc290YZIBEnRvdXJpc3RfYXR0cmFjdGlvbpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRM2JHTlVkR2RCUlJBQuABAPoBBAgAEEQ!16s%2Fg%2F11v9_8tyyy?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,3.3/5,,Attraction
Minnesota Welcome Sign - Pigeon River,,Welcome signs,"9393 MN-61, Grand Portage, MN 55605, United States",47.9991826813054,-89.5931976584151,N/A,"https://www.google.co.uk/maps/place/Minnesota+Welcome+Sign+-+Pigeon+River/@47.9990813,-89.5946235,245m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Minnesota!6e1!3m6!1s0x4d585dcc887861cb:0xc5b7f254efe57527!8m2!3d47.999156!4d-89.5933208!15sChpXZWxjb21lIHNpZ25zIGluIE1pbm5lc290YZIBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11vd85mlg5?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,3.0/5,,Attraction
Minnesota Welcome Sign - Downtown La Crescent,,Welcome signs,"1570 US-14 61 E, La Crescent, MN 55947, United States",43.8194564409194,-91.2758836213631,N/A,"https://www.google.co.uk/maps/place/Minnesota+Welcome+Sign+-+Downtown+La+Crescent/@43.8194158,-91.2772998,444m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Minnesota!6e1!3m6!1s0x87f9551c9b2738bb:0xa9c369bd98622a03!8m2!3d43.8194158!4d-91.2758836!15sChpXZWxjb21lIHNpZ25zIGluIE1pbm5lc290YVocIhp3ZWxjb21lIHNpZ25zIGluIG1pbm5lc290YZIBE2hpc3RvcmljYWxfbGFuZG1hcmuaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUmliV1UyTFU5M0VBReABAPoBBAgAEEs!16s%2Fg%2F11v9_9nx01?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,4.5/5,,Attraction
Welcome to Minnesota Sign,,Welcome signs,"48766 US-14, Elkton, SD 57026, United States",44.2687743303663,-96.4524315634771,N/A,"https://www.google.co.uk/maps/place/Welcome+to+Minnesota+Sign/@44.2686327,-96.4599848,1047m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Minnesota!6e1!3m6!1s0x8789816ab8ced209:0xfdea2d6b0c06f8c!8m2!3d44.268631!4d-96.4524172!15sChpXZWxjb21lIHNpZ25zIGluIE1pbm5lc290YVocIhp3ZWxjb21lIHNpZ25zIGluIG1pbm5lc290YZIBEnRvdXJpc3RfYXR0cmFjdGlvbpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VObE5tUklSamRCUlJBQuABAPoBBAgAEC4!16s%2Fg%2F11nh61mk3t?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,4.1/5,,Attraction
Welcome to Minnesota Sign - East Grand Forks,,Welcome signs,"1402 Lewis Blvd, Grand Forks, ND 58203, United States",47.9334230723607,-97.0385517161401,N/A,"https://www.google.co.uk/maps/place/Welcome+to+Minnesota+Sign+-+East+Grand+Forks/@47.9330996,-97.0441307,1648m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Minnesota!6e1!3m6!1s0x52c68740a60adbd3:0x8f3de99186591d40!8m2!3d47.9330996!4d-97.0384658!15sChpXZWxjb21lIHNpZ25zIGluIE1pbm5lc290YZIBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11l223pc1z?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,3.0/5,,Attraction
Elvis Presley Birthplace,"Historic museum, event center & theater surrounding Elvis Presley's first home.",Roadside Attraction,"306 Elvis Presley Dr, Tupelo, MS 38801, United States",34.2608427744724,-88.6802267996758,N/A,"https://www.google.co.uk/maps/place/Elvis+Presley+Birthplace/@34.2586058,-88.6876608,6839m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x88874ee7a55bd31b:0xb0c2645614dc4328!8m2!3d34.2599605!4d-88.6799648!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaVolIiNyb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBtaXNzaXNzaXBwaZIBF2hpc3RvcmljYWxfcGxhY2VfbXVzZXVt4AEA!16s%2Fm%2F0jywk3k?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9 AM–4 PM,,4.7/5,,Attraction
Windsor Ruins,Towering stone columns with carved capitals from a large plantation house that burned down in 1890.,Roadside Attraction,"Rodney Rd, Port Gibson, MS 39150, United States",31.9418430157394,-91.1289457136376,N/A,"https://www.google.co.uk/maps/place/Windsor+Ruins/@31.9405684,-91.1615614,8350m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x8628b6873e999e4d:0xc4572c3f3c3e548f!8m2!3d31.9405684!4d-91.1295158!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaVolIiNyb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBtaXNzaXNzaXBwaZIBDWhpc3RvcmljX3NpdGXgAQA!16zL20vMDFyajdq?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",8 AM–7:30 PM,,4.6/5,,Attraction
Coastal Mississippi Mardi Gras Museum,"Historic venue with clothes, photos & artifacts documenting the region's Fat Tuesday celebrations.",Roadside Attraction,"792A Howard Ave, Biloxi, MS 39530, United States",30.3968543276018,-88.8887013465898,N/A,"https://www.google.co.uk/maps/place/Coastal+Mississippi+Mardi+Gras+Museum/@30.3966769,-88.8897827,315m/data=!3m2!1e3!5s0x889c0eef54ba6d75:0x17bdc9d87f99252f!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x889c0ee5c4ebb083:0x984f5f671e6d95ab!8m2!3d30.3968023!4d-88.8887159!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaVolIiNyb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBtaXNzaXNzaXBwaZIBBm11c2V1beABAA!16s%2Fg%2F1tdvqj9s?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",10 AM–4 PM,,4.4/5,,Attraction
Mississippi Petrified Forest,"Formed 36 million years ago, this forest has a nature trail, museum, campground & gem-mining area.",Roadside Attraction,"124 Forest Park Rd, Flora, MS 39071, United States",32.5143467250226,-90.3228773635761,N/A,"https://www.google.co.uk/maps/place/Mississippi+Petrified+Forest/@32.5148907,-90.3253674,872m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x8629b7914fd2b311:0xb236d5df4fb6a3fe!8m2!3d32.514217!4d-90.322961!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaVolIiNyb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBtaXNzaXNzaXBwaZIBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fm%2F05mrdzb?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,4.6/5,,Attraction
Vicksburg National Military Park,"Park marking the Civil War's Vicksburg Campaign includes sites, exhibits & the U.S.S. Cairo museum.",Roadside Attraction,"3201 Clay St, Vicksburg, MS 39183, United States",32.3549015862349,-90.8453026686387,N/A,"https://www.google.co.uk/maps/place/Vicksburg+National+Military+Park/@32.3546456,-90.8473377,618m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x8628e1dbb2d1e605:0x47a0df70bc77d383!8m2!3d32.3548532!4d-90.8452588!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaVolIiNyb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBtaXNzaXNzaXBwaZIBEG5hdGlvbmFsX3Jlc2VydmXgAQA!16zL20vMDV5ZzVu?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",8:30 AM–5 PM,,4.7/5,,Attraction
Hurricane Katrina Memorial,Sculpture depicting Hurricane Katrina’s high-water mark & commemorating those who lost their lives.,Roadside Attraction,"133 Main St, Biloxi, MS 39530, United States",30.393518405719,-88.8859157958418,N/A,"https://www.google.co.uk/maps/place/Hurricane+Katrina+Memorial/@30.3934219,-88.8867541,375m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x889c0ee7b75f79fb:0x92fc01ec1d82f2af!8m2!3d30.3934847!4d-88.8859243!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaVolIiNyb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBtaXNzaXNzaXBwaZIBCG1vbnVtZW504AEA!16s%2Fg%2F11cjkpzc8p?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.5/5,,Attraction
G I Museum Inc,The GI Museum is dedicated to keeping our military history preserved. ,Roadside Attraction,"5796 Ritcher Rd, Ocean Springs, MS 39564, United States",30.408751330881,-88.7049813743154,N/A,"https://www.google.co.uk/maps/place/G+I+Museum+Inc/@30.4086935,-88.706698,530m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x889bf1473b4dc523:0x5b5e784baa47e8b0!8m2!3d30.4086935!4d-88.7050138!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaVolIiNyb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBtaXNzaXNzaXBwaZIBDmhpc3RvcnlfbXVzZXVtmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJHTmsxcWFDMTNSUkFC4AEA-gEFCN0BEC0!16s%2Fg%2F1tf2yl38?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,4.8/5,,Attraction
Mississippi Gulf Coast,,Roadside Attraction,"1716 Beach Blvd, Biloxi, MS 39531, United States",30.3924809039773,-88.9394194779358,N/A,"https://www.google.co.uk/maps/place/Mississippi+Gulf+Coast/@30.3923953,-88.9418281,530m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x889c0e284c02f403:0x19cfff0567421d3f!8m2!3d30.3923953!4d-88.9394463!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaVolIiNyb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBtaXNzaXNzaXBwaZIBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F1z44xz1ws?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.7/5,,Attraction
Biloxi Lighthouse,"Iconic, 64-ft. cast-iron lighthouse, erected in 1848 & open daily for guided tours.",Roadside Attraction,"1050 Beach Blvd, Biloxi, MS 39530, United States",30.3944832035947,-88.9012243288616,N/A,"https://www.google.co.uk/maps/place/Biloxi+Lighthouse/@30.3944485,-88.9035954,530m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x889c0ef8501e9731:0x4211bfe3e6bd2d6f!8m2!3d30.3944485!4d-88.9012136!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaVolIiNyb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBtaXNzaXNzaXBwaZIBE2hpc3RvcmljYWxfbGFuZG1hcmvgAQA!16zL20vMGc5Mm5u?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.6/5,,Attraction
Dunn's Falls Park,"Dunn’s Falls Water Park, outside of Meridian, features a 65-foot man-made waterfall. A historic gristmill that was built in 1867 sits atop the falls, where it was once powered by a waterwheel.",Roadside Attraction,"6890 Dunns Falls Rd A, Enterprise, MS 39330, United States",32.229537473442,-88.8203860655761,N/A,"https://www.google.co.uk/maps/place/Dunn's+Falls+Park/@32.2441715,-88.850701,9897m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x88837db173078af5:0x8675af67706af0ca!8m2!3d32.2290996!4d-88.8208912!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaVolIiNyb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBtaXNzaXNzaXBwaZIBBHBhcmuaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTXRNemwxV1hWblJSQULgAQD6AQQIABAh!16s%2Fg%2F1tjfc09_?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9 AM–5 PM,,4.5/5,,Attraction
Gulf Coast Gator Ranch & Tours,"For over 15 years, Gulf Coast Gator Ranch and Airboat Swamp Tours has provided once-in-a-lifetime experiences for you and the entire family!",Roadside Attraction,"10300 US-90, Moss Point, MS 39562, United States",30.4365722628212,-88.4375036836205,N/A,"https://www.google.co.uk/maps/place/Gulf+Coast+Gator+Ranch+%26+Tours/@30.4350182,-88.4828223,16968m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x889bc179978439bf:0x9a05a5e2c75386f9!8m2!3d30.4350182!4d-88.437503!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaVolIiNyb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBtaXNzaXNzaXBwaZIBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F1tq4rw32?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",8 AM–6 PM,,4.7/5,,Attraction
The Apron Museum,he Apron Museum is dedicated to exploring the history and artistry of aprons and stands as the only museum in the country focused on aprons and the stories they tell.,Roadside Attraction,"110 W Eastport St, Iuka, MS 38852, United States",34.8122747090633,-88.1909001818761,N/A,"https://www.google.co.uk/maps/place/The+Apron+Museum/@34.8118655,-88.1925963,425m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x887d9fb6f46903ad:0xdf18c44fa1db55b7!8m2!3d34.8122423!4d-88.1908806!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaVolIiNyb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBtaXNzaXNzaXBwaZIBBm11c2V1bZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOcWFYUlRkelIzUlJBQuABAPoBBAgZEEY!16s%2Fg%2F1tdftxcd?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,4.7/5,,Attraction
Birthplace of Kermit The Frog Museum,A Muppet museum in small-town Mississippi honors the roots of Jim Henson's most beloved creation.,Roadside Attraction,"415 S Deer Creek Dr E, Leland, MS 38756, United States",33.3998602379849,-90.8903562356077,N/A,"https://www.google.co.uk/maps/place/Birthplace+of+Kermit+The+Frog+Museum/@33.3997953,-90.8927434,513m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x862bc03a0a93dcc3:0xe7632bd4b7d372b5!8m2!3d33.3997953!4d-90.8903616!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaVolIiNyb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBtaXNzaXNzaXBwaZIBBm11c2V1beABAA!16s%2Fg%2F1hhjxrmlc?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",10 AM–4 PM,,4.5/5,,Attraction
World's Largest Rocking Chair,"This is the world's tallest wooden rocking chair, reaching 35 feet (a metal rocker in Missouri is 46 feet tall). A slightly smaller rocker made by the Dedeaux Clan was eaten by termites, and this larger chair replaced it in 2008.",Roadside Attraction,"11451 Canal Rd, Gulfport, MS 39503, United States",30.4542207039275,-89.1372627644436,N/A,"https://www.google.co.uk/maps/place/World's+Largest+Rocking+Chair/@30.4541629,-89.1396392,530m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x889c3e8c9f16bc63:0x22cdf17227dfda7f!8m2!3d30.4541629!4d-89.1372574!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaVolIiNyb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBtaXNzaXNzaXBwaZIBEnRvdXJpc3RfYXR0cmFjdGlvbpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOeVgwNVlUSFJuUlJBQuABAPoBBAhgED8!16s%2Fg%2F11c1dxcd6j?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",8 AM–5 PM,,4.5/5,,Attraction
Tupelo Buffalo Park & Zoo,"175-acre zoo, the largest in the state, featuring animals such as buffalos, tigers, giraffes & more.",Roadside Attraction,"2272 Coley Rd, Tupelo, MS 38801, United States",34.2896024107537,-88.7715583202475,N/A,"https://www.google.co.uk/maps/place/Tupelo+Buffalo+Park+%26+Zoo/@34.2878074,-88.7750452,1016m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x88874d3eb64a9d2f:0xd213d5502084166e!8m2!3d34.2894628!4d-88.7716066!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaVolIiNyb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBtaXNzaXNzaXBwaZIBA3pvb-ABAA!16s%2Fm%2F02rz4ny?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",10 AM–4 PM,,4.4/5,,Attraction
Museum of Mississippi History,"The museum opened December 9, 2017, in conjunction with the adjacent Mississippi Civil Rights Museum in celebration of Mississippi's bicentennial. The theme of the history museum is ""One Mississippi, Many Stories"".",Roadside Attraction,"222 North St #1206, Jackson, MS 39201, United States",32.3015977355076,-90.1776958556887,N/A,"https://www.google.co.uk/maps/place/Mississippi+Civil+Rights+Museum/@32.3014791,-90.180958,735m/data=!3m1!1e3!4m10!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m5!1s0x8628325047a007f3:0x118cdb5804e9347a!8m2!3d32.3015024!4d-90.1776853!16s%2Fm%2F0j44wzh?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9 AM–5 PM,,4.8/5,,Attraction
B.B. King Museum & Delta Interpretive Center - B.B. King grave,"Museum tracing the life of blues musician B.B. King & the Delta music culture, with guitars & more.",Roadside Attraction,"400 2nd St, Indianola, MS 38751, United States",33.4497088941436,-90.6456647639747,N/A,"https://www.google.co.uk/maps/place/B.B.+King+Museum+%26+Delta+Interpretive+Center+-+B.B.+King+grave/@33.4496149,-90.6490551,1026m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x862bb59b134818e3:0xc5bef132c6e47c7e!8m2!3d33.4496149!4d-90.6456867!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaVolIiNyb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBtaXNzaXNzaXBwaZIBBm11c2V1beABAA!16s%2Fm%2F0pb4zyy?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",10 AM–5 PM,,4.8/5,,Attraction
Biedenharn Coca-Cola Museum,"Restored building where Coca-Cola was first bottled in 1894, with a soda fountain & memorabilia.",Roadside Attraction,"1107 Washington St, Vicksburg, MS 39183, United States",32.3517188151217,-90.881731073067,N/A,"https://www.google.co.uk/maps/place/Biedenharn+Coca-Cola+Museum/@32.351618,-90.8827396,260m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x8628e02749e8952b:0x4154431a45024da2!8m2!3d32.3516667!4d-90.8816667!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaVolIiNyb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBtaXNzaXNzaXBwaZIBBm11c2V1beABAA!16s%2Fg%2F1yl47c_gb?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9 AM–5 PM,,4.1/5,,Attraction
Fort Massachusetts,"It was built following the War of 1812, with brick walls during 1859–1866, and remained in use until 1903.",Roadside Attraction,"Ship Island, MS, United States",30.212435787246,-88.9721501149005,N/A,"https://www.google.co.uk/maps/place/Fort+Massachusetts/@30.2103215,-88.9738419,752m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x889c1cfa83ee4689:0x2a9888b58acbc5a3!8m2!3d30.2123624!4d-88.9721474!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaVolIiNyb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBtaXNzaXNzaXBwaZIBE2hpc3RvcmljYWxfbGFuZG1hcmvgAQA!16zL20vMGN6OGYx?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",10:15 AM–2:15 PM,,4.7/5,,Attraction
Waveland's Ground Zero Hurricane Museum,Located in a restored historic school this museum features awe-inspiring exhibits ranging from photography to interactive displays to a remarkable hand-carved carousel.,Roadside Attraction,"335 Coleman Ave, Waveland, MS 39576, United States",30.2862971548921,-89.3743517639747,N/A,"https://www.google.co.uk/maps/place/Waveland's+Ground+Zero+Hurricane+Museum/@30.2862462,-89.3777421,1062m/data=!3m2!1e3!5s0x889c2ce5d75a6b21:0xcc146e30904751a!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x889c2ce5db6fffff:0x1b1bd3307fcee0c5!8m2!3d30.2862462!4d-89.3743737!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaVolIiNyb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBtaXNzaXNzaXBwaZIBBm11c2V1bZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOTWQxbHljVlJSRUFF4AEA-gEFCJwCEC0!16s%2Fg%2F11bw764mzl?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9:30 AM–2:30 PM,,4.7/5,,Attraction
Washington Monument Cell Tower,A cleverly disguised cell phone tower mimics the Washington Monument in DC.,Roadside Attraction,"NW Corner of I-55S Frontage Road & Northlake Ave, Ridgeland, MS 39157, United States",32.4471388123091,-90.1463728577232,N/A,"https://www.google.co.uk/maps/place/Washington+Monument+Cell+Tower/@32.4470528,-90.151115,1038m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x8629d201e2de4ba9:0xe846df47c35783!8m2!3d32.4470528!4d-90.1463514!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaVolIiNyb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBtaXNzaXNzaXBwaZIBEnRvdXJpc3RfYXR0cmFjdGlvbpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSaWNIWlFhMFpuRUFF4AEA-gEECAAQLg!16s%2Fg%2F11fylmyh2k?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,3.8/5,,Attraction
Brices Cross Roads National Battlefield,Historic site & graveyard on the site of a Civil War battlefield where the Confederates won.,Roadside Attraction,"128 MS-370, Baldwyn, MS 38824, United States",34.5063189394,-88.7288418135435,N/A,"https://www.google.co.uk/maps/place/Brices+Cross+Roads+National+Battlefield/@34.5061819,-88.7336376,1014m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x887dff5e401743f3:0xcb4332493c56e6be!8m2!3d34.5061819!4d-88.728874!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaVolIiNyb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBtaXNzaXNzaXBwaZIBE2hpc3RvcmljYWxfbGFuZG1hcmvgAQA!16zL20vMDdsOG10?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.6/5,,Attraction
Big Easy Travel,,Roadside Attraction,"1205 E Old Pass Rd, Long Beach, MS 39560, United States",30.3617346452579,-89.1329893000513,N/A,"https://www.google.co.uk/maps/place/Big+Easy+Travel/@30.3616467,-89.1377529,1061m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x889c3de74483367b:0x624d329a735029c5!8m2!3d30.3616467!4d-89.1329893!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaZIBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11hyfylhth?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9 AM–7 PM,,,,Attraction
The Blues Crossroads,"Storied street corner where blues musician Robert Johnson sold his soul, according to legend.",Roadside Attraction,"599 N State St, Clarksdale, MS 38614, United States",34.1949801234377,-90.5639163153951,N/A,"https://www.google.co.uk/maps/place/The+Blues+Crossroads/@34.1948337,-90.568637,1017m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Mississippi!6e1!3m6!1s0x862adfaac85b7a99:0x25576eda23dd2654!8m2!3d34.1948337!4d-90.5638734!15sCiNSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBNaXNzaXNzaXBwaVolIiNyb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBtaXNzaXNzaXBwaZIBE2hpc3RvcmljYWxfbGFuZG1hcmvgAQA!16s%2Fg%2F11cmfgxt_q?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.3/5,,Attraction
